id_origin,orig_long,orig_lat,dest_long,dest_lat
101,-74.007469,40.708904,-73.981888,40.67767
104,-73.9925,40.758308,-73.96714,40.76078
107,-73.982315,40.774441,-73.965904,40.801422
106,-73.977676,40.746544,-73.999458,40.738972
105,-73.987732,40.751884,-73.98172,40.746529
480,-73.864861,40.770428,-74.006653,40.707874
105,-73.979706,40.758427,-73.985558,40.747265
105,-73.988495,40.737442,-73.988106,40.7491
105,-73.980118,40.754601,-73.988045,40.748962
101,-74.004578,40.707554,-73.99247,40.734222
111,-73.945915,40.786156,-73.971581,40.794956
483,-73.790016,40.644058,-73.956703,40.747852
104,-73.998337,40.746025,-73.981255,40.747223
105,-73.982079,40.763794,-74.003113,40.731106
105,-73.99469,40.750191,-73.990089,40.757217
108,-73.947601,40.77533,-73.978798,40.777584
105,-73.987099,40.755215,-73.974457,40.755589
105,-73.98793,40.749542,-73.978981,40.766735
105,-73.989296,40.756313,-73.987885,40.751122
106,-73.961678,40.756123,-73.969917,40.753159
108,-73.946854,40.775887,-73.961754,40.77993
104,-73.986847,40.762066,-74.002892,40.760334
106,-73.986351,40.738503,-73.981422,40.74744
105,-73.9879,40.737755,-73.979568,40.730965
104,-73.998299,40.740654,-74.000504,40.747913
102,-74.003059,40.723473,-73.976883,40.751884
108,-73.952026,40.766479,-73.966827,40.759968
111,-73.945396,40.80209,-73.945412,40.802025
105,-73.983917,40.746563,-73.990921,40.750141
107,-73.984734,40.76931,-73.997787,40.744205
105,-73.976288,40.765472,-73.975105,40.757393
104,-73.995102,40.744781,-73.992508,40.738434
105,-73.972366,40.762138,-73.957542,40.782902
104,-74.00679,40.754345,-73.980316,40.784081
102,-74.005058,40.728676,-73.977501,40.757061
108,-73.960358,40.769138,-73.961914,40.775684
480,-73.874374,40.774078,-73.978325,40.764835
105,-73.985962,40.758213,-73.950424,40.783554
483,-73.783318,40.648636,-73.964249,40.719543
101,-74.00843,40.707649,-73.992279,40.749187
104,-73.987953,40.761723,-73.989838,40.756985
103,-73.994026,40.719303,-73.978729,40.762787
104,-73.997856,40.756405,-73.872955,40.774406
103,-73.988632,40.73122,-73.986717,40.738674
105,-73.990204,40.748875,-73.958092,40.765244
104,-73.994225,40.743343,-73.990562,40.724537
105,-73.983711,40.756092,-73.98494,40.748222
104,-74.000961,40.747326,-73.981567,40.742344
104,-74.000534,40.742233,-74.005173,40.728985
105,-73.991524,40.750286,-73.970345,40.751801
102,-74.006844,40.741451,-73.994499,40.75061
107,-73.970627,40.788956,-73.96949,40.797729
105,-73.985481,40.75679,-73.99131,40.749985
103,-73.988838,40.723125,-73.99382,40.721088
103,-73.988708,40.720913,-73.940193,40.79808
105,-73.981224,40.767769,-73.970879,40.758625
103,-73.990692,40.718311,-73.979843,40.739082
108,-73.952293,40.766174,-73.956772,40.783718
108,-73.96151,40.771465,-73.991211,40.739906
101,-74.007858,40.705116,-73.789879,40.643303
104,-73.995338,40.744701,-73.993591,40.737778
105,-73.989571,40.756386,-73.980858,40.761368
104,-73.99514,40.754845,-74.00518,40.728897
104,-73.993645,40.75573,-73.984528,40.762451
104,-73.999763,40.743454,-73.978607,40.752537
102,-73.999146,40.734352,-73.983322,40.773598
105,-73.990356,40.749485,-73.990852,40.756248
107,-73.982033,40.783218,-73.957726,40.80088
108,-73.964081,40.76532,-73.967987,40.762878
102,-74.00016,40.721786,-74.004173,40.716911
106,-73.977966,40.745564,-73.979599,40.735664
105,-73.98909,40.748367,-73.974983,40.756035
105,-73.975433,40.752464,-73.975189,40.741436
102,-74.003731,40.726925,-73.998352,40.745613
105,-73.978653,40.752361,-73.980858,40.747856
106,-73.977982,40.742004,-73.981308,40.743031
301,-73.95079,40.714039,-73.940895,40.721325
306,-73.995682,40.679161,-73.991219,40.733498
101,-74.010124,40.720692,-73.979279,40.758221
104,-73.99482,40.743816,-73.954865,40.820244
111,-73.954712,40.789288,-73.96611,40.789959
108,-73.955818,40.787796,-73.976006,40.760063
109,-73.959908,40.806396,-73.983292,40.775673
106,-73.971962,40.749996,-73.949791,40.72604
104,-73.998047,40.74577,-73.990494,40.761196
164,-73.962318,40.77911,-73.981895,40.773785
105,-73.989059,40.750572,-73.973686,40.755997
315,-73.954796,40.59893,-73.950531,40.604225
105,-73.97345,40.763561,-74.008682,40.730442
105,-73.980438,40.76128,-73.990608,40.740143
106,-73.97522,40.751698,-73.986893,40.75592
108,-73.966156,40.764412,-73.973183,40.792542
108,-73.957909,40.774628,-73.961441,40.764832
102,-73.996933,40.720055,-73.993546,40.693043
102,-74.000313,40.730068,-73.987373,40.768406
102,-73.997292,40.720982,-74.000443,40.732376
302,-73.993134,40.692734,-74.010071,40.720856
106,-73.966843,40.756741,-73.987885,40.722713
108,-73.956451,40.771442,-73.972733,40.74345
102,-74.005455,40.740772,-73.967354,40.798096
104,-73.998657,40.74015,-73.98526,40.763435
111,-73.954376,40.789677,-73.986755,40.757061
104,-73.989914,40.760544,-73.910805,40.764915
108,-73.963219,40.761696,-73.978546,40.740952
106,-73.984451,40.732834,-73.976036,40.606304
110,-73.944519,40.809158,-73.952927,40.824116
106,-73.980049,40.735142,-73.975029,40.741756
108,-73.962257,40.760571,-73.973259,40.748432
102,-74.006317,40.733406,-73.956848,40.710377
105,-73.977806,40.76321,-73.977325,40.784355
102,-74.010414,40.729927,-73.937714,40.850773
106,-73.967133,40.756481,-73.971085,40.751221
102,-74.005142,40.739998,-73.848808,40.71014
110,-73.94384,40.814938,-73.940895,40.818977
102,-73.998161,40.73542,-73.920761,40.766708
104,-73.98658,40.766548,-74.004395,40.717068
103,-73.989471,40.720623,-73.964294,40.773182
105,-73.982887,40.744957,-73.925652,40.764259
103,-73.988449,40.723179,-73.981247,40.765068
106,-73.960197,40.757877,-73.985802,40.767826
101,-74.010147,40.705051,-73.962402,40.770546
301,-73.956543,40.717155,-73.845589,40.778648
103,-73.987923,40.72398,-73.945015,40.793419
105,-73.985313,40.762997,-73.950012,40.780502
106,-73.973907,40.74332,-73.862396,40.767281
103,-73.989761,40.723213,-74.022575,40.622131
106,-73.98571,40.735306,-73.985527,40.764561
102,-74.009911,40.73558,-73.973106,40.754673
103,-73.987656,40.732533,-73.97554,40.786926
104,-74.00647,40.744583,-73.839577,40.686108
105,-73.984886,40.741982,-73.994911,40.723122
109,-73.962021,40.805344,-73.95295,40.818016
104,-73.997772,40.756634,-73.977409,40.742619
102,-73.999771,40.721893,-73.981308,40.720791
105,-73.982964,40.74432,-73.843781,40.676888
105,-73.972443,40.756451,-73.97702,40.748985
103,-73.987801,40.721195,-73.927078,40.697857
103,-73.989433,40.719017,-74.009163,40.708832
103,-73.986855,40.721001,-73.981049,40.725155
103,-73.987961,40.728695,-73.95665,40.720741
105,-73.993034,40.747444,-73.976883,40.722553
105,-73.986534,40.747066,-73.981087,40.745033
104,-73.996262,40.759922,-73.982346,40.765648
105,-73.98642,40.747166,-74.008133,40.705322
306,-73.986771,40.674507,-73.950684,40.723576
108,-73.945297,40.783367,-73.945297,40.783367
106,-73.984695,40.732334,-73.983971,40.760571
103,-73.985237,40.719242,-73.917664,40.768799
101,-74.00927,40.712772,-74.000549,40.739807
301,-73.961502,40.713982,-73.935463,40.705311
102,-73.996246,40.723808,-73.993622,40.672703
109,-73.954185,40.821575,-73.988594,40.663025
104,-73.99054,40.761196,-73.982239,40.774769
104,-74.00325,40.74155,-73.99884,40.739799
106,-73.981491,40.741055,-73.978394,40.728966
101,-74.006226,40.714039,-74.004868,40.707172
306,-73.978752,40.678902,-73.995827,40.685932
103,-73.993446,40.721489,-73.985611,40.738251
101,-74.008476,40.720203,-74.016418,40.706966
107,-73.972359,40.793816,-73.943939,40.797703
106,-73.966034,40.756313,-73.982979,40.685532
102,-74.007187,40.741405,-73.987915,40.744068
103,-73.990746,40.72438,-74.014145,40.717556
103,-73.988007,40.718781,-73.977165,40.722591
103,-73.987015,40.729069,-73.983719,40.723
107,-73.981972,40.778786,-73.975548,40.79541
302,-73.981209,40.689205,-74.003906,40.682579
104,-73.998131,40.740452,-73.981209,40.756863
102,-74.004265,40.733383,-74.00547,40.728577
102,-74.000534,40.731518,-73.997368,40.709606
102,-73.999199,40.726509,-73.927689,40.701855
105,-73.987907,40.757191,-73.999435,40.740112
105,-73.98822,40.74966,-73.922974,40.755581
105,-73.973991,40.760601,-73.97834,40.726185
104,-74.004494,40.742031,-74.00415,40.734062
103,-73.984177,40.725204,-73.928574,40.706669
103,-73.990112,40.732014,-74.000038,40.733028
102,-73.999779,40.738579,-73.991806,40.754601
103,-73.988518,40.720043,-73.99025,40.750816
106,-73.978142,40.741543,-73.856682,40.719944
102,-73.999023,40.727737,-74.004326,40.650917
102,-73.995819,40.724506,-73.987892,40.750336
106,-73.978554,40.729706,-73.943314,40.718327
103,-73.988808,40.722042,-73.920624,40.688431
104,-73.997543,40.763805,-73.973373,40.678349
105,-73.973953,40.75742,-73.97467,40.757351
103,-73.982262,40.731098,-73.996513,40.737846
107,-73.971802,40.794418,-73.962631,40.809528
104,-73.996292,40.738121,-73.999718,40.761463
102,-74.005219,40.740604,-73.994621,40.723892
110,-73.95752,40.801159,-73.944031,40.809711
401,-73.92482,40.761772,-73.907364,40.753197
102,-73.994637,40.720535,-73.919632,40.754128
105,-73.971642,40.76263,-73.997894,40.722618
104,-73.991943,40.75798,-73.946968,40.790138
103,-73.982536,40.731247,-73.941605,40.674995
106,-73.973328,40.754566,-73.962914,40.794117
106,-73.968918,40.753971,-73.976288,40.653717
302,-73.983078,40.69371,-74.005981,40.714344
108,-73.955666,40.779266,-73.981033,40.778481
104,-73.99279,40.75882,-73.827072,40.709705
106,-73.966873,40.75312,-73.968697,40.747532
108,-73.958488,40.769073,-73.950638,40.779091
107,-73.96769,40.792801,-73.97242,40.790741
107,-73.9729,40.795914,-73.996353,40.753288
105,-73.975594,40.763512,-73.977013,40.792873
107,-73.987015,40.779114,-73.97966,40.786438
401,-73.930069,40.761696,-73.988785,40.753361
480,-73.862679,40.768909,-73.964058,40.775494
105,-73.977173,40.755627,-73.9645,40.766811
107,-73.978264,40.783241,-73.955551,40.769642
102,-74.006569,40.738552,-73.997734,40.739216
105,-73.974709,40.756065,-73.974709,40.756065
102,-73.9963,40.725346,-73.966927,40.764969
105,-73.987045,40.74091,-73.982361,40.738773
103,-73.988136,40.716904,-73.984009,40.725426
108,-73.953079,40.786671,-73.957169,40.777683
105,-73.991486,40.750271,-73.980186,40.758793
102,-73.996193,40.723858,-73.988235,40.734985
107,-73.988518,40.779026,-73.982201,40.765415
102,-74.006271,40.731754,-73.967941,40.767231
105,-73.972092,40.761971,-73.965065,40.772285
107,-73.981056,40.779537,-73.975075,40.787533
108,-73.945351,40.782696,-73.947372,40.787907
107,-73.973839,40.791142,-73.958595,40.775982
104,-73.993469,40.742283,-73.983749,40.746761
107,-73.981934,40.778442,-73.972855,40.790997
108,-73.960136,40.776108,-73.965454,40.765976
101,-74.006424,40.712811,-74.002258,40.718033
105,-73.983749,40.748669,-73.974998,40.759819
102,-74.001114,40.725819,-73.981499,40.759571
104,-73.986557,40.766846,-73.96447,40.758873
101,-74.005257,40.719044,-73.987556,40.755356
105,-73.978081,40.7528,-73.992378,40.750191
105,-73.989456,40.747486,-73.987083,40.73354
302,-73.98053,40.688324,-73.973228,40.677776
106,-73.973602,40.743832,-73.976959,40.77758
104,-73.994385,40.743793,-73.994102,40.737404
108,-73.968491,40.767395,-73.966881,40.769661
104,-73.999542,40.761429,-73.969261,40.762711
105,-73.985931,40.752117,-73.991455,40.746525
108,-73.956284,40.779499,-73.989288,40.739845
102,-74.004791,40.725842,-74.004868,40.725876
306,-73.994675,40.680569,-73.978844,40.670174
102,-74.005592,40.740707,-73.97258,40.757668
108,-73.949654,40.784626,-73.949776,40.811939
104,-74.004128,40.742195,-73.608543,40.656883
401,-73.913818,40.765591,-73.905411,40.772457
401,-73.919991,40.757874,-73.92144,40.755947
108,-73.960114,40.762001,-73.897507,40.746147
107,-73.977097,40.790096,-73.981133,40.784386
102,-73.99176,40.726768,-73.99176,40.726768
106,-73.985703,40.735298,-73.961014,40.760853
107,-73.981339,40.780125,-73.979858,40.755562
108,-73.960274,40.773277,-73.98893,40.742077
483,-73.776688,40.645432,-73.715225,40.758358
107,-73.970413,40.783966,-73.95285,40.810856
302,-73.96981,40.689541,-73.958305,40.648605
104,-73.991867,40.758301,-73.985252,40.755203
102,-74.006523,40.736931,-74.002342,40.76054
105,-73.9729,40.756081,-73.982735,40.751141
107,-73.966049,40.794968,-73.977371,40.77943
105,-73.977173,40.75922,-73.989815,40.762241
104,-74.000786,40.758099,-73.98201,40.752048
103,-73.985359,40.718498,-73.989449,40.690933
401,-73.90519,40.753532,-74.005562,40.653366
103,-73.987282,40.722424,-73.978012,40.725163
103,-73.988808,40.729134,-74.001251,40.726509
102,-73.999771,40.738556,-73.980515,40.734074
105,-73.989532,40.747303,-73.992104,40.758026
103,-73.987854,40.718578,-73.978279,40.741577
105,-73.986343,40.756725,-73.990562,40.75087
104,-74.004181,40.741985,-73.949478,40.726246
103,-73.988739,40.727081,-73.988724,40.748306
103,-73.987564,40.732651,-73.977539,40.745529
107,-73.977692,40.787045,-73.977692,40.787045
103,-73.987984,40.731964,-73.954033,40.784386
104,-73.992966,40.757858,-73.979698,40.684925
103,-73.987312,40.733047,-74.00177,40.719448
105,-73.990944,40.748741,-73.993164,40.758217
111,-73.937988,40.796841,-73.90023,40.745899
108,-73.963768,40.761402,-73.94088,40.829475
105,-73.98938,40.75779,-73.955177,40.735855
103,-73.987465,40.728779,-73.996841,40.76358
108,-73.966675,40.764263,-73.970642,40.745914
401,-73.921768,40.755508,-74.001022,40.741531
301,-73.957611,40.717949,-73.945305,40.833282
104,-73.992256,40.743748,-73.985046,40.747898
102,-73.999664,40.730968,-73.944206,40.677578
103,-73.981743,40.72094,-73.976959,40.787666
104,-73.997818,40.756344,-73.957001,40.812443
106,-73.976707,40.749653,-73.998161,40.740742
402,-73.9123,40.742641,-73.96579,40.762001
480,-73.873085,40.774139,-73.983383,40.750301
107,-73.970253,40.789223,-74.009712,40.747421
104,-73.986679,40.766666,-74.008698,40.732239
108,-73.962105,40.763489,-73.972778,40.761185
101,-74.015175,40.717495,-73.987267,40.733356
401,-73.924904,40.75238,-73.973701,40.751125
105,-73.975189,40.765186,-73.991562,40.750256
105,-73.989281,40.757778,-73.97406,40.764008
302,-73.989471,40.688301,-73.937187,40.590904
104,-73.986649,40.762623,-74.010391,40.710129
106,-73.98246,40.731552,-73.972725,40.756279
105,-73.987823,40.750027,-73.979408,40.746437
104,-73.982384,40.76836,-73.98687,40.775871
104,-74.005974,40.743942,-73.991508,40.761307
106,-73.97802,40.741886,-74.008362,40.749214
108,-73.9617,40.764496,-73.990196,40.687485
108,-73.956055,40.772114,-73.952477,40.782322
104,-73.988808,40.763672,-74.000587,40.75827
107,-73.964165,40.792545,-73.946869,40.805767
107,-73.989578,40.772881,-73.97377,40.789406
101,-74.016403,40.71492,-73.9552,40.768944
107,-73.97345,40.782753,-73.960258,40.775978
164,-73.965164,40.790913,-73.936905,40.793652
105,-73.971695,40.761032,-73.990913,40.750629
106,-73.966576,40.752949,-73.9888,40.756088
107,-73.971146,40.798248,-73.985527,40.776604
105,-73.980347,40.765266,-74.00058,40.731468
105,-73.975441,40.752869,-73.955421,40.768543
105,-73.974571,40.763023,-74.010887,40.701862
107,-73.977165,40.789757,-73.97007,40.799755
107,-73.989105,40.77758,-73.981384,40.779099
103,-73.983177,40.726585,-73.997299,40.724789
105,-73.995316,40.748035,-73.977531,40.786877
104,-74.006775,40.743977,-73.982262,40.739819
103,-73.986259,40.720497,-73.978096,40.725101
105,-73.982079,40.761822,-73.953819,40.775379
103,-73.986877,40.719368,-73.975136,40.741459
106,-73.978539,40.729683,-73.97226,40.578598
105,-73.993263,40.738018,-73.998863,40.738163
102,-73.997704,40.720734,-73.9832,40.785038
103,-73.989204,40.731556,-73.991158,40.746914
103,-73.987991,40.720367,-74.00103,40.731556
102,-74.002632,40.728565,-73.957626,40.647762
103,-73.992424,40.715176,-73.944565,40.715176
103,-73.982796,40.722717,-73.951172,40.743031
102,-73.997093,40.720615,-73.955002,40.768795
103,-73.987007,40.720879,-73.984718,40.695953
104,-73.988068,40.764671,-73.991997,40.759277
103,-73.988159,40.722099,-73.970024,40.748631
105,-73.986496,40.761654,-73.915955,40.75753
102,-73.997536,40.721127,-73.984474,40.724781
102,-74.005402,40.726418,-73.995796,40.645294
104,-73.99086,40.766071,-73.956543,40.762959
105,-73.986328,40.755474,-73.994301,40.717033
104,-74.004158,40.742859,-73.988235,40.723705
205,-73.910599,40.850094,-73.9114,40.848709
103,-73.982964,40.722816,-73.888741,40.818024
106,-73.96785,40.752728,-73.978867,40.740593
106,-73.964767,40.75602,-73.944054,40.750534
103,-73.984245,40.728863,-73.706665,40.838978
103,-73.997574,40.713951,-73.975319,40.787308
104,-74.002312,40.739845,-73.914581,40.818306
104,-73.996284,40.759727,-73.956718,40.746223
103,-73.988647,40.722717,-73.949203,40.785267
103,-73.992294,40.721333,-74.013779,40.706661
102,-73.990829,40.734676,-74.017494,40.707012
105,-73.980919,40.764191,-73.783913,40.757893
302,-73.9897,40.701202,-73.984467,40.756142
105,-73.986656,40.748672,-73.966736,40.804047
102,-73.999863,40.728523,-73.990829,40.728096
301,-73.957748,40.717781,-73.909714,40.696384
105,-73.991264,40.749767,-73.948341,40.691792
301,-73.956451,40.718983,-73.953125,40.728016
106,-73.973564,40.747696,-73.990509,40.723438
103,-73.978737,40.728436,-73.96949,40.695812
108,-73.951775,40.773697,-73.978111,40.741711
105,-73.989525,40.741638,-74.01313,40.632107
108,-73.946854,40.780205,-73.970963,40.751308
104,-73.991081,40.765903,-73.973389,40.795078
107,-73.977158,40.779621,-73.99147,40.759926
101,-74.005074,40.720432,-73.991119,40.749077
401,-73.922272,40.77211,-73.95726,40.76741
107,-73.962692,40.799171,-73.941307,40.806011
105,-73.98735,40.738823,-73.998604,40.734066
104,-74.004639,40.741936,-74.004013,40.717194
480,-73.87352,40.773914,-73.987877,40.73822
103,-73.982918,40.730824,-73.996658,40.720379
104,-74.002098,40.750538,-73.990265,40.750027
106,-73.980843,40.738075,-73.983971,40.733753
105,-73.989853,40.756989,-73.981003,40.779556
103,-73.987762,40.721203,-73.984444,40.724781
104,-74.006645,40.744217,-73.979935,40.761055
103,-73.983284,40.726501,-73.976791,40.790916
103,-73.989807,40.723362,-73.953819,40.770603
102,-74.0047,40.723694,-73.858612,40.738861
104,-73.993927,40.754047,-73.87085,40.772057
104,-73.988434,40.764267,-73.997375,40.753883
103,-73.989845,40.729473,-73.99395,40.7565
103,-73.991592,40.726269,-73.984444,40.756935
106,-73.984093,40.732014,-73.972534,40.749119
106,-73.974487,40.746788,-73.994904,40.755291
108,-73.952225,40.777119,-73.998665,40.76099
101,-74.003761,40.719761,-73.980499,40.730534
105,-73.977654,40.761196,-73.993034,40.688328
103,-73.988144,40.731972,-73.988937,40.765923
104,-73.996902,40.762791,-73.904655,40.775288
108,-73.961746,40.77956,-73.995758,40.733135
104,-74.000191,40.74292,-73.997826,40.72554
101,-74.005791,40.717926,-73.989807,40.734604
105,-73.989616,40.757286,-73.980301,40.761314
105,-73.98877,40.737068,-74.006744,40.706451
104,-74.000038,40.745872,-74.001396,40.755554
401,-73.910126,40.769547,-73.940994,40.694088
105,-73.987053,40.756252,-73.991173,40.750313
480,-73.863625,40.769798,-73.980293,40.754642
105,-73.991577,40.749912,-73.980255,40.751556
107,-73.961891,40.795578,-73.965866,40.775257
108,-73.955894,40.7822,-73.96357,40.77153
105,-73.977745,40.753052,-73.904945,40.775436
111,-73.951019,40.794243,-73.960518,40.776901
107,-73.972267,40.7813,-73.972267,40.7813
105,-73.983078,40.762566,-74.002937,40.756153
107,-73.982597,40.777126,-73.967163,40.768379
108,-73.958939,40.772568,-73.967224,40.763763
102,-73.999786,40.728497,-73.994179,40.724926
105,-73.982574,40.766472,-73.940147,40.8064
104,-73.996384,40.759964,-73.97831,40.75235
103,-73.9851,40.727821,-73.987083,40.738827
108,-73.951248,40.770737,-73.998306,40.764332
102,-74.003815,40.725719,-73.922874,40.775536
104,-74.004288,40.742283,-73.984222,40.723995
212,-73.861534,40.889069,-73.861534,40.889069
107,-73.980858,40.769604,-73.952667,40.772247
103,-73.993713,40.721054,-73.991653,40.744518
104,-74.00824,40.745331,-73.970482,40.768047
108,-73.955284,40.773571,-73.954796,40.77774
105,-73.973572,40.764465,-73.986938,40.722473
104,-74.001205,40.757095,-73.982819,40.74218
107,-73.968117,40.792263,-74.008347,40.750294
105,-73.992798,40.750027,-73.971954,40.757851
106,-73.974205,40.746998,-73.987946,40.750816
106,-73.965019,40.756443,-73.963852,40.770462
106,-73.984039,40.737785,-73.97496,40.746029
105,-73.985229,40.759113,-73.999802,40.722141
108,-73.95269,40.776871,-73.977432,40.746876
106,-73.97863,40.750481,-73.995461,40.749508
306,-73.981201,40.679966,-73.994186,40.694782
105,-73.991432,40.750172,-73.966927,40.769859
108,-73.952934,40.772007,-73.952934,40.772007
106,-73.973595,40.751225,-73.967773,40.762745
302,-73.986549,40.699253,-74.015839,40.768806
301,-73.957657,40.717896,-73.961716,40.760223
301,-73.962837,40.717224,-74.011475,40.703186
101,-74.007919,40.723305,-73.870979,40.855957
103,-73.987991,40.722656,-73.902878,40.777363
106,-73.980087,40.745541,-74.002129,40.745361
301,-73.932816,40.703934,-73.916817,40.704716
107,-73.971733,40.786945,-73.973335,40.763077
107,-73.98185,40.779575,-73.982437,40.774117
103,-73.986801,40.721371,-73.934303,40.668922
105,-73.987801,40.759342,-73.997543,40.763138
108,-73.966248,40.770737,-73.957878,40.770523
111,-73.920479,40.797752,-73.978783,40.762115
105,-73.985146,40.762131,-74.178345,40.689632
101,-74.010498,40.718819,-73.997025,40.725559
108,-73.950851,40.77898,-73.975174,40.782341
103,-73.989067,40.721546,-73.992188,40.754147
108,-73.956268,40.781647,-73.964706,40.772362
106,-73.977943,40.733662,-73.959526,40.762974
107,-73.975967,40.789005,-73.981834,40.778309
401,-73.937523,40.758148,-73.937523,40.758148
480,-73.874535,40.774052,-73.972069,40.756966
104,-73.995911,40.759304,-73.984566,40.755775
111,-73.946648,40.784912,-73.958191,40.778141
104,-73.9935,40.75592,-73.994934,40.750183
301,-73.952927,40.706696,-73.952927,40.706696
102,-73.992851,40.724216,-73.994881,40.680653
106,-73.982101,40.736298,-73.984001,40.727058
103,-73.987404,40.721798,-73.956161,40.715321
111,-73.954414,40.789738,-73.986443,40.769894
108,-73.959206,40.767597,-73.893005,40.740452
102,-73.994659,40.724766,-73.98658,40.699909
104,-73.998787,40.744808,-73.998711,40.76387
105,-73.992485,40.748802,-73.998878,40.734562
108,-73.948914,40.772968,-73.97876,40.773243
101,-74.002258,40.71909,-73.997902,40.735809
106,-73.98111,40.733372,-73.946419,40.749851
106,-73.980461,40.742508,-73.953224,40.778481
108,-73.962456,40.77655,-73.984726,40.76757
104,-73.98996,40.761398,-73.999992,40.75872
107,-73.977287,40.788631,-73.990456,40.771885
108,-73.959023,40.772091,-73.966835,40.77
109,-73.964081,40.806328,-73.953094,40.80249
105,-73.985924,40.755444,-74.000198,40.757473
107,-73.975403,40.789726,-73.979156,40.774437
107,-73.98111,40.782059,-73.955055,40.783215
105,-73.991394,40.750149,-73.973648,40.779331
105,-73.972687,40.756611,-73.96769,40.756329
107,-73.972542,40.796379,-73.962158,40.763817
107,-73.981934,40.778011,-73.981773,40.758141
103,-73.977211,40.726532,-73.996384,40.715603
110,-73.942551,40.81163,-73.938393,40.827618
104,-73.996239,40.744396,-73.981125,40.75312
101,-74.009232,40.712608,-73.98629,40.740036
103,-73.988602,40.721542,-73.970963,40.680874
103,-73.99308,40.722584,-73.975655,40.786758
108,-73.967293,40.76926,-73.95919,40.779221
105,-73.989555,40.755928,-74.000664,40.757622
106,-73.973923,40.748001,-73.991264,40.750423
105,-73.989891,40.757011,-73.998459,40.760788
104,-73.99556,40.759426,-73.98613,40.752544
108,-73.96933,40.76675,-73.975166,40.792606
104,-74.005486,40.748272,-73.949104,40.683395
108,-73.960342,40.762165,-73.999573,40.738491
101,-74.000824,40.717007,-73.981598,40.729198
164,-73.979477,40.771362,-73.963043,40.767895
106,-73.979454,40.746723,-73.998932,40.734241
104,-74.002838,40.760517,-73.985054,40.732197
105,-73.981964,40.753433,-73.953957,40.721363
108,-73.957771,40.773598,-73.956017,40.787739
104,-73.990486,40.766548,-73.955399,40.785439
103,-73.987717,40.732716,-73.977516,40.755882
105,-73.96991,40.762516,-73.963913,40.771057
104,-73.9869,40.761589,-73.79776,40.762779
105,-73.979065,40.759159,-74.004814,40.73011
105,-73.984657,40.754742,-73.943901,40.743015
407,-73.81144,40.763016,-73.931267,40.774078
104,-73.996155,40.767372,-73.981979,40.76292
