id_origin,orig_long,orig_lat,espacio,id_destino,dest_long,dest_lat
102,-73.966827,40.752861,       ,106,-73.966827,40.752861
102,-74.006523,40.744678,       ,104,-74.006523,40.744678
102,-74.004189,40.737549,       ,102,-74.004189,40.737549
102,-73.991081,40.733738,       ,102,-73.991081,40.733738
102,-73.994637,40.749496,       ,105,-73.994637,40.749496
102,-73.950874,40.771397,       ,108,-73.950874,40.771397
102,-74.01313,40.717033,       ,101,-74.01313,40.717033
102,-73.992195,40.735596,       ,105,-73.992195,40.735596
102,-73.993034,40.724232,       ,102,-73.993034,40.724232
102,-73.99498,40.726303,       ,102,-73.99498,40.726303
102,-73.986832,40.750961,       ,105,-73.986832,40.750961
102,-73.984962,40.753384,       ,105,-73.984962,40.753384
102,-73.995552,40.74905,       ,105,-73.995552,40.74905
102,-73.99588,40.751091,       ,104,-73.99588,40.751091
102,-73.978882,40.75309,       ,105,-73.978882,40.75309
102,-74.001587,40.724407,       ,102,-74.001587,40.724407
102,-73.955017,40.783409,       ,108,-73.955017,40.783409
102,-73.986542,40.733063,       ,106,-73.986542,40.733063
102,-73.978966,40.761799,       ,105,-73.978966,40.761799
102,-73.983566,40.744102,       ,105,-73.983566,40.744102
102,-74.004135,40.73167,       ,102,-74.004135,40.73167
